"ISF Digital Object Identifier"|"Photograph Identification Number"|"Thumbnail Header"|"Photo Descriptive Title"|"Photograph Description"|"Ancient Text Represented "|"ISF Assigned Text Number"|"Text Division"|"Text Sub-Division"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Type of Item Catalogued"|"Photo Text or Publication Number Note"|"Date of Photograph"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Is Part Of WSR Project"|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number Note"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Photo Dimensions"|"Magnification Code"|"Film Type Code"|"Date of Digital Conversion"|"Digital Object Format"|"Archival File Size"|"Archival File Resolution"|"Compressed Format Extension"|"Compression Ratio"|"Compression Routine"|"Digital Object Type Note"|"Digitization Equipment Specs"|"Rights Digital Object"|"Rights Photograph"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"ISF Find Site"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"
"ISF_DO_04387"|"MS_MOUSASTR_MAN2_P"|"Astro Bwl S man bw2"|"31 Astro Bowl S man w/ibex"|"31 Bronze Astrological Bowl Section, constellation in center, man (Orion?) with ibex (Capricorn?)"|"ISF_TXT_00718"|"ISF_TXT_00718"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"|"Marilyn Lundberg"|||"S. Moussaieff"|||||||||||||||||||||||||||||||||||||"4 x 5 in"|2|4|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"|"Iron IIB"|"Iron IIC"
"ISF_DO_04388"|"MS_MOUSASTR_FISH_T"|"Astro Bwl D Fish c"|"36 Astro Bowl D Fish"|"36 Bronze Astrological Bowl Detail, Constellation in center Fish (Pisces?)"|"ISF_TXT_00718"|"ISF_TXT_00718"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"|"Marilyn Lundberg"|||"S. Moussaieff"|||||||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"|"Iron IIB"|"Iron IIC"
"ISF_DO_04389"|"MS_MOUSASTR_FISH_E"|"Astro Bwl D Fish cn"|"36 Astro Bowl D Fish"|"36 Bronze Astrological Bowl Detail, Constellation in center Fish (Pisces?)"|"ISF_TXT_00718"|"ISF_TXT_00718"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"|"Marilyn Lundberg"|||"S. Moussaieff"|||||||||||||||||||||||||||||||||||||"4 x 5 in"|2|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"|"Iron IIB"|"Iron IIC"
"ISF_DO_04390"|"MS_MOUSASTR_FISH_X"|"Astro Bwl D Fish bw"|"36 Astro Bowl D Fish"|"36 Bronze Astrological Bowl Detail, Constellation in center Fish (Pisces?)"|"ISF_TXT_00718"|"ISF_TXT_00718"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"|"Marilyn Lundberg"|||"S. Moussaieff"|||||||||||||||||||||||||||||||||||||"4 x 5 in"|2|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"|"Iron IIB"|"Iron IIC"
"ISF_DO_04391"|"MS_MOUSASTR_FISH_P"|"Astro Bwl D Fish bw2"|"36 Astro Bowl D Fish"|"36 Bronze Astrological Bowl Detail, Constellation in center Fish (Pisces?)"|"ISF_TXT_00718"|"ISF_TXT_00718"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"|"Marilyn Lundberg"|||"S. Moussaieff"|||||||||||||||||||||||||||||||||||||"4 x 5 in"|2|4|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"|"Iron IIB"|"Iron IIC"
"ISF_DO_04392"|"MS_MOUSAKED_O_T"|"Akedah Plq O c"|"031 Sm Aramaic Plaque w Akedah Recto Ins"|"031 Small Aramaic Plaque with Akedah Recto Inscription"|"ISF_TXT_00719"|"ISF_TXT_00719"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Jewish"|"Jewish"||||||||"Aramaic?"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04393"|"MS_MOUSAKED_O_E"|"Akedah Plq O cn"|"031 Sm Aramaic Plaque w Akedah Recto Ins"|"031 Small Aramaic Plaque with Akedah Recto Inscription"|"ISF_TXT_00719"|"ISF_TXT_00719"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Jewish"|"Jewish"||||||||"Aramaic?"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04394"|"MS_MOUSAKED_O_X"|"Akedah Plq O bw"|"031 Sm Aramaic Plaque w Akedah Recto Ins"|"031 Small Aramaic Plaque with Akedah Recto Inscription"|"ISF_TXT_00719"|"ISF_TXT_00719"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Jewish"|"Jewish"||||||||"Aramaic?"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04395"|"BL_CMAA_INCBL_REF_I"|"Incant Bowl Ref"|"Aramaic Incantation Bowl, Reference"|"Aramaic Incantation Bowl, Reference"|"ISF_TXT_00711"|"ISF_TXT_00711"|||||||||||||"Image"||01-01-1988|"Bruce Zuckerman"|||||"Private Collector"|||||||||||||||||||||||||||||||||||||"120 (2 1/4  x 1 5/8 in)"|1|3|31-08-1999|"image/tiff"||"2200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Jewish"|"Jewish"||||||||"Aramaic"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04396"|"MS_MOUSAKED_R_T"|"Akedah Plq R c"|"032 Sm Aramaic Plaque w Akedah Verso Akd"|"032 Small Aramaic Plaque with Akedah Verso Akedah"|"ISF_TXT_00719"|"ISF_TXT_00719"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Jewish"|"Jewish"||||||||"Aramaic?"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04397"|"MS_MOUSAKED_R_E"|"Akedah Plq R cn"|"032 Sm Aramaic Plaque w Akedah Verso Akd"|"032 Small Aramaic Plaque with Akedah Verso Akedah"|"ISF_TXT_00719"|"ISF_TXT_00719"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Jewish"|"Jewish"||||||||"Aramaic?"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04398"|"MS_MOUSAKED_R_X"|"Akedah Plq R bw"|"032 Sm Aramaic Plaque w Akedah Verso Akd"|"032 Small Aramaic Plaque with Akedah Verso Akedah"|"ISF_TXT_00719"|"ISF_TXT_00719"|||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Jewish"|"Jewish"||||||||"Aramaic?"|"Aramaic"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04400"|"MS_MOUSOSTR_TOP_T"|"Ost Egg Top c"|"041 Ostrich Egg w/ Phoenician Ins Top"|"041 Ostrich Egg with Phoenician Inscription Top"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Top"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04401"|"MS_MOUSOSTR_TOP_E"|"Ost Egg Top cn"|"041 Ostrich Egg w/ Phoenician Ins Top"|"041 Ostrich Egg with Phoenician Inscription Top"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Top"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04402"|"MS_MOUSOSTR_TOP_X"|"Ost Egg Top bw"|"041 Ostrich Egg w/ Phoenician Ins Top"|"041 Ostrich Egg with Phoenician Inscription Top"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Top"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04403"|"MS_MOUSOSTR_TOP_P"|"Ost Egg Top bw2"|"041 Ostrich Egg w/ Phoenician Ins Top"|"041 Ostrich Egg with Phoenician Inscription Top"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Top"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|4|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04404"|"MS_MOUSOSTR_TOPUV_T"|"Ost Egg Top UV c"|"042 Ostrich Egg w/ Phoenician Ins Top UV"|"042 Ostrich Egg with Phoenician Inscription Top UV Light"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Top"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04405"|"MS_MOUSOSTR_TOPUV_E"|"Ost Egg Top UV cn"|"042 Ostrich Egg w/ Phoenician Ins Top UV"|"042 Ostrich Egg with Phoenician Inscription Top UV Light"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Top"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04406"|"MS_MOUSOSTR_TOPUV_X"|"Ost Egg Top UV bw"|"042 Ostrich Egg w/ Phoenician Ins Top UV"|"042 Ostrich Egg with Phoenician Inscription Top UV Light"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Top"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|1|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04407"|"MS_MOUSOSTR_SD1_T"|"Ost Egg Fans c"|"043 Ostrich Egg w/ Phoenician Ins Fans"|"043 Ostrich Egg with Phoenician Inscription Side, Fans and Tree?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04408"|"MS_MOUSOSTR_SD1_E"|"Ost Egg Fans cn"|"043 Ostrich Egg w/ Phoenician Ins Fans"|"043 Ostrich Egg with Phoenician Inscription Side, Fans and Tree?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04409"|"MS_MOUSOSTR_SD1_X"|"Ost Egg Fans bw"|"043 Ostrich Egg w/ Phoenician Ins Fans"|"043 Ostrich Egg with Phoenician Inscription Side, Fans and Tree?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04410"|"MS_MOUSOSTR_SD2_T"|"Ost Egg Flower c"|"044 Ostrich Egg w/ Phoenician Ins Flower"|"044 Ostrich Egg with Phoenician Inscription Side, Flower?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04411"|"MS_MOUSOSTR_SD2_E"|"Ost Egg Flower cn"|"044 Ostrich Egg w/ Phoenician Ins Flower"|"044 Ostrich Egg with Phoenician Inscription Side, Flower?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04412"|"MS_MOUSOSTR_SD2_X"|"Ost Egg Flower bw"|"044 Ostrich Egg w/ Phoenician Ins Flower"|"044 Ostrich Egg with Phoenician Inscription Side, Flower?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04413"|"MS_MOUSOSTR_SD3_T"|"Ost Egg Branch c"|"045 Ostrich Egg w/ Phoenician Ins Branch"|"045 Ostrich Egg with Phoenician Inscription Side, Branch?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04414"|"MS_MOUSOSTR_SD3_E"|"Ost Egg Branch cn"|"045 Ostrich Egg w/ Phoenician Ins Branch"|"045 Ostrich Egg with Phoenician Inscription Side, Branch?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04415"|"MS_MOUSOSTR_SD3_X"|"Ost Egg Branch bw"|"045 Ostrich Egg w/ Phoenician Ins Branch"|"045 Ostrich Egg with Phoenician Inscription Side, Branch?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04416"|"MS_MOUSOSTR_SD4_T"|"Ost Egg Leaf c"|"046 Ostrich Egg w/ Phoenician Ins Leaf"|"046 Ostrich Egg with Phoenician Inscription Side, Leaf and Flower?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04417"|"MS_MOUSOSTR_SD4_E"|"Ost Egg Leaf cn"|"046 Ostrich Egg w/ Phoenician Ins Leaf"|"046 Ostrich Egg with Phoenician Inscription Side, Leaf and Flower?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04418"|"MS_MOUSOSTR_SD4_X"|"Ost Egg Leaf bw"|"046 Ostrich Egg w/ Phoenician Ins Leaf"|"046 Ostrich Egg with Phoenician Inscription Side, Leaf and Flower?"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04419"|"MS_MOUSOSTR_BOTUV_T"|"Ost Egg Bot UV c"|"047 Ostrich Egg w/ Phoenician Ins Bot UV"|"047 Ostrich Egg with Phoenician Inscription Bottom UV Light"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Bottom"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04420"|"MS_MOUSOSTR_BOTUV_E"|"Ost Egg Bot UV cn"|"047 Ostrich Egg w/ Phoenician Ins Bot UV"|"047 Ostrich Egg with Phoenician Inscription Bottom UV Light"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Bottom"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|2|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04421"|"MS_MOUSOSTR_BOTUV_X"|"Ost Egg Bot UV bw"|"047 Ostrich Egg w/ Phoenician Ins Bot UV"|"047 Ostrich Egg with Phoenician Inscription Bottom UV Light"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Bottom"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|2|5|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|10:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
"ISF_DO_04422"|"MS_MOUSOSTR_INS1_T"|"Ost Egg Ins #1 c"|"048 Ostrich Egg w/ Phoenician Ins 1"|"048 Ostrich Egg with Phoenician Inscription Detail Inscription 1"|"ISF_TXT_00720"|"ISF_TXT_00720"|"Sides"||||||||||||"Image"||01-01-1995|"Bruce Zuckerman"|"Kenneth Zuckerman"||||"S. Moussaieff"|||||"London 1995"||||||||||||||||||||||||||||||||"4 x 5 in"|3|1|31-08-1999|"image/tiff"||"1200 ppi"|".sid"|18:01:00|"MrSID"|"scanned photograph"|"Scanmate 3000 Drum Scanner PMT"|||"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Unprovenanced"|"Syro-Palestinian"||
