"ISF Assigned Text Number"|"Main Text or Publication Number"|"Main Text or Publication Number Prefix"|"Main Text or Publication Number Suffix"|"Alternate Text or Publication Number"|"Text Search and Display Type Code"|"Text Division"|"Text Division Description"|"Text Division Museum Number"|"Text Sub-Division "|"Text or Publication Number Note"|"Physical Object Description"|"Physical Object Note"|"Physical Object Note"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Is Part Of Corpus1"|"Is Part Of Corpus1 Category"|"Is Part Of Corpus1 Sub-Category"|"Is Part Of Corpus2"|"Is Part Of Corpus2 Category"|"Is Part Of Corpus2 Sub-Category"|"Is Part Of Corpus3"|"Is Part Of Corpus3 Category"|"Is Part Of Corpus3 Sub-Category"|"Is Version of"|"Is Part of"|"Text, Uninscribed Artifact, or Glyptic"|"Type of Item Cataloged"|"Medium"|"Text Descriptive Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Text Description"|"Excavation Description"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Geographical Coverage Note"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"|"Date of Inscription Note"|"Ancient City or Location"|"Ancient Structure"|"ISF Find Site"|"Modern City or Location"|"Modern Country"|"Region"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Index Map Filename"
"ISF_TXT_00013"|"Sachau 83/11"|"Sachau"|"83/11"||4|||||"Sachau 83/11; Sachau Pl. 70/11"|"P11394/11450"|||"P11394"|"P11450"||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P11394"|"P11450"|"Lidzbarski 25,35"|"Persian"|||||||||||||||||
"ISF_TXT_00014"|"Sachau 83/12"|"Sachau"|"83/12"||4|||||"Sachau 83/12; Sachau Pl. 70/12"|"P11392 "|||"P11392 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"||||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Greek"|"Greek"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P11392 "|"Lidzbarski 26"|"Persian"||||||||||||||||||
"ISF_TXT_00015"|"Sachau 83/13"|"Sachau"|"83/13"||4|||||"Sachau 83/13; Sachau Pl. 70/13"|"P11438 "|||"P11438 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"|||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P11438 "|"Lidzbarski 27"|"Persian"||||||||||||||||||
"ISF_TXT_00016"|"Sachau 83/16"|"Sachau"|"83/16"||4|||||"Sachau 83/16; Sachau Pl. 70/16"|"P11443 "|||"P11443 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"|||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P11443 "|"Lidzbarski 29"|"Persian"||||||||||||||||||
"ISF_TXT_00017"|"Sachau 83/2"|"Sachau"|"83/2"||4|||||"Sachau 83/2; Sachau Pl. 70/2"|"P11421 "|||"P11421 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"|||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P11421 "|"Lidzbarski 17"|"Persian"||||||||||||||||||
"ISF_TXT_00018"|"Sachau 83/6"|"Sachau"|"83/6"||4|||||"Sachau 83/6; Sachau Pl. 70/6"|"P11358/17810 "|||"P11358"|"P17810 "||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician, Demotic"|"Phoenician"||"Demotic"||||||"Hebrew, Phoenician, Egyptian"|"Hebrew"|"Phoenician"|"Egyptian"||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P11358"|"P17810 "|"Lidzbarski 20"|"Persian"|||||||||||||||||
"ISF_TXT_00019"|"Sachau 83/7"|"Sachau"|"83/7"||4|||||"Sachau 83/7; Sachau Pl. 70/7"|"P11415 "|||"P11415 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician, Greek"|"Hebrew"|"Phoenician"|"Greek"||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P11415 "|"Lidzbarski 21"|"Persian"||||||||||||||||||
"ISF_TXT_00020"|"Sachau 83/9"|"Sachau"|"83/9"||4|||||"Sachau 83/9; Sachau Pl. 70/9"|"P17811/11433"|||"P17811"|"P11433"||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"P17811"|"P11433"|"Lidzbarski 23"|"Persian"|||||||||||||||||
"ISF_TXT_00021"|"Sachau 85/10"|"Sachau"|"85/10"||4|||||"Sachau 85/10; Sachau Pl. 72/10"|"P11403 "|||"P11403 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"|||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Phoenician, Egyptian"|"Phoenician"|"Egyptian"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11403 "|"Lidzbarski 45"|"Persian"|||||||||||||||||
"ISF_TXT_00022"|"Sachau 85/9"|"Sachau"|"85/9"||4|||||"Sachau 85/9; Sachau Pl. 72/9"|"P11437"|||"P11437"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11437"|"Lidzbarski 44"|"Persian"|||||||||||||||||
"ISF_TXT_00023"|"Sachau 85/11"|"Sachau"|"85/11"||4|||||"Sachau 85/11; Sachau Pl. 72/11"|"P11445 "|||"P11445 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11445 "|"Lidzbarski 46"|"Persian"|||||||||||||||||
"ISF_TXT_00024"|"Sachau 85/12"|"Sachau"|"85/12"||4|||||"Sachau 85/12; Sachau Pl. 72/12"|"P11418 "|||"P11418 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11418 "|"Lidzbarski 47"|"Persian"|||||||||||||||||
"ISF_TXT_00025"|"Sachau 85/13"|"Sachau"|"85/13"||4|||||"Sachau 85/13; Sachau Pl. 72/13"|"P11400/17813 "|||"P11400"|"P17813 "||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11400"|"P17813 "|"Lidzbarski 48"|"Persian"||||||||||||||||
"ISF_TXT_00026"|"Sachau 85/14"|"Sachau"|"85/14"||4|||||"Sachau 85/14; Sachau Pl. 72/14"|"P11452 "|||"P11452 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician, Egyptian"|"Hebrew"|"Phoenician"|"Egyptian"||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11452 "|"Lidzbarski 49"|"Persian"|||||||||||||||||
"ISF_TXT_00027"|"Sachau 85/15"|"Sachau"|"85/15"||4|||||"Sachau 85/15; Sachau Pl. 72/15"|"P11393 "|||"P11393 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"||||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Egyptian"|"Egyptian"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11393 "|"Lidzbarski 50"|"Persian"|||||||||||||||||
"ISF_TXT_00028"|"Sachau 85/18"|"Sachau"|"85/18"||4|||||"Sachau 85/18; Sachau Pl. 72/18"|"P11401 "|||"P11401 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew"|"Hebrew"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11401 "|"Lidzbarski 52"|"Persian"|||||||||||||||||
"ISF_TXT_00029"|"Sachau 85/2"|"Sachau"|"85/2"||4|||||"Sachau 85/2; Sachau Pl. 72/2"|"P11427 "|||"P11427 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"|||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11427 "|"Lidzbarski 37"|"Persian"|||||||||||||||||
"ISF_TXT_00030"|"Sachau 85/4"|"Sachau"|"85/4"||4|||||"Sachau 85/4; Sachau Pl. 72/4"|"P11419 "|||"P11419 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"|||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Phoenician"|"Phoenician"||||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11419 "|"Lidzbarski 39"|"Persian"|||||||||||||||||
"ISF_TXT_00031"|"Sachau 85/5"|"Sachau"|"85/5"||4|||||"Sachau 85/5; Sachau Pl. 72/5"|"P11406 "|||"P11406 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"||||||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Egyptian"|"Hebrew"|"Egyptian"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11406 "|"Lidzbarski 40"|"Persian"|||||||||||||||||
"ISF_TXT_00032"|"Sachau 85/8"|"Sachau"|"85/8"||4|||||"Sachau 85/8; Sachau Pl. 72/8"|"P11386 "|||"P11386 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Name"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11386 "|"Lidzbarski 43"|"Persian"|||||||||||||||||
"ISF_TXT_00033"|"Sachau 86/1"|"Sachau"|"86/1"||4|||||"Sachau 86/1; Sachau Pl. 73/1"|"P11391 "|||"P11391 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Label"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician"|"Hebrew"|"Phoenician"|||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11391 "|"Lidzbarski 62"|"Persian"|||||||||||||||||
"ISF_TXT_00034"|"Sachau 86/16"|"Sachau"|"86/16"||4|||||"Sachau 86/16; Sachau Pl. 73/16"|"P11447 "|||"P11447 "|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Miscellaneous"||"Northwest Semitic Ostraca"|"Phoenician Inscriptions"||"Northwest Semitic Ostraca"|"Hebrew Inscriptions"|"Other Hebrew Ostraca"|||"Text"|"Ancient Text"|"Clay"|"Jar Fragment"|"Label"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Phoenician"|"Phoenician"||||||||"Hebrew, Phoenician, Egyptian"|"Hebrew"|"Phoenician"|"Egyptian"||"Syro-Palestinian"|"Persian"||"5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Phoenician"|"Egypt"|"Elephantine"|"Ostracon"|"Jewish"|"Jar"|"P11447 "|"Lidzbarski 57"|"Persian"|||||||||||||||||
