"ISFDIGITALOBJECTIDENTIFIER"|"PHOTOGRAPHIDENTIFICATIONNO"|"THUMBNAILHEADER"|"PHOTODESCRIPTIVETITLE"|"PHOTOGRAPHDESCRIPTION"|"ANCIENTTEXTREPRESENTED"|"ISFASSIGNEDTEXTNO"|"TEXTDIVISION"|"TEXTDIVISIONSUBDIVISION"|"TEXTVIEW"|"TEXTVIEW1"|"TEXTVIEW2"|"TEXTVIEW3"|"TEXTVIEW4"|"TEXTVIEW5"|"TEXTVIEW6"|"TEXTVIEW7"|"TEXTVIEW8"|"TEXTVIEW9"|"TYPEOFITEMCATELOGED"|"PHOTOTEXTORPUBLCNNONOTE"|"DATEOFPHOTOGRAPH"|"PHOTOGRAPHER1"|"PHOTOGRAPHER2"|"PHOTOGRAPHER3"|"PHOTOGRAPHER4"|"PHOTOGRAPHER5"|"RIGHTSPHYSICALOBJECT"|"RIGHTSPHYSICALOBJECT1"|"RIGHTSPHYSICALOBJECT2"|"RIGHTSPHYSICALOBJECT3"|"RIGHTSPHYSICALOBJECT4"|"ISPARTOFWSRPROJECT"|"PHOTOMUSEUMACCESSIONNO"|"PHOTOMUSEUMACCESSIONNO1"|"PHOTOMUSEUMACCESSIONNO2"|"PHOTOMUSEUMACCESSIONNO3"|"PHOTOMUSEUMACCESSIONNO4"|"PHOTOMUSEUMACCESSIONNO5"|"PHOTOMUSEUMACCESSIONNO6"|"PHOTOMUSEUMACCESSIONNO7"|"PHOTOMUSEUMACCESSIONNO8"|"PHOTOMUSEUMACCESSIONNO9"|"PHOTOMUSEUMACCESSIONNO10"|"PHOTOMUSEUMACCESSIONNO11"|"PHOTOMUSEUMACCESSIONNO12"|"PHOTOMUSEUMACCESSIONNO13"|"PHOTOMUSEUMACCESSIONNO14"|"PHOTOMUSEUMACCESSIONNO15"|"PHOTOMUSEUMACCESSIONNO16"|"PHOTOMUSEUMACCESSIONNO17"|"PHOTOMUSEUMACCESSIONNO18"|"PHOTOMUSEUMACCESSIONNO19"|"PHOTOMUSEUMACCESSIONNO20"|"PHOTOMUSEUMACCESSIONNO21"|"PHOTOMUSEUMACCESSIONNO22"|"PHOTOMUSEUMACCESSIONNO23"|"PHOTOMUSEUMACCESSIONNO24"|"PHOTOMUSEUMACCESSIONNONOTE"|"COLABORATOR1"|"COLABORATOR2"|"COLABORATOR3"|"COLABORATOR4"|"COLABORATOR5"|"PHOTODIMENSIONS"|"MAGNIFICATIONCODE"|"FILMTYPECODE"|"DATEOFDIGITALCONVERSION"|"DIGITALOBJECTFORMAT"|"ARCHIVALFILESIZE"|"ARCHIVALFILERESOLUTION"|"COMPRESSEDFORMATEXTENSION"|"COMPRESSIONRATIO"|"COMPRESSIONROUTINE"|"DIGITALOBJECTTYPENOTE"|"DIGITIZATIONEQUIPMENTSPECS"|"RIGHTSDIGITALOBJECT"|"RIGHSPHOTOGRAPH"|"SCRIPTNOTE"|"SCRIPT"|"SCRIPTSUBLEVEL"|"SCRIPT1"|"SCRIPT1SUBLEVEL"|"SCRIPT2"|"SCRIPT2SUBLEVEL"|"SCRIPT3"|"SCRIPT3SUBLEVEL"|"LANGUAGENOTE"|"LANGUAGE"|"LANGUAGE1"|"LANGUAGE2"|"LANGUAGE3"|"ISFFINDSITE"|"RELEVANTTIMELINE"|"NAMEDTIMEPERIOD"|"NAMEDTIMEPERIOD1"|"MEDIUM"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52168"|"BIB_LENCDX_F006A_T"|"F6a Gen 10:3b-11:6a"|"Folio 6a Genesis 10:3b-11:6a"|"Firk. B19A Leningrad Codex, Folio 6a Genesis 10:3b-11:6a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52169"|"BIB_LENCDX_F006B_T"|"F6b Gen 11:6b-12:1a"|"Folio 6b Genesis 11:6b-12:1a"|"Firk. B19A Leningrad Codex, Folio 6b Genesis 11:6b-12:1a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52170"|"BIB_LENCDX_F007A_T"|"F7a Gen 12:1b-13:7a"|"Folio 7a Genesis 12:1b-13:7a"|"Firk. B19A Leningrad Codex, Folio 7a Genesis 12:1b-13:7a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52171"|"BIB_LENCDX_F007B_T"|"F7b Gen 13:7b-14:12a"|"Folio 7b Genesis 13:7b-14:12a"|"Firk. B19A Leningrad Codex, Folio 7b Genesis 13:7b-14:12a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52172"|"BIB_LENCDX_F008A_T"|"F8a Gen 14:12b-15:13a"|"Folio 8a Genesis 14:12b-15:13a"|"Firk. B19A Leningrad Codex, Folio 8a Genesis 14:12b-15:13a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52173"|"BIB_LENCDX_F008B_T"|"F8b Gen 15:13b-17:4a"|"Folio 8b Genesis 15:13b-17:4a"|"Firk. B19A Leningrad Codex, Folio 8b Genesis 15:13b-17:4a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52174"|"BIB_LENCDX_F009A_T"|"F9a Gen 17:4b-18:2a"|"Folio 9a Genesis 17:4b-18:2a"|"Firk. B19A Leningrad Codex, Folio 9a Genesis 17:4b-18:2a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52175"|"BIB_LENCDX_F009B_T"|"F9b Gen 18:2b-18:28a"|"Folio 9b Genesis 18:2b-18:28a"|"Firk. B19A Leningrad Codex, Folio 9b Genesis 18:2b-18:28a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52176"|"BIB_LENCDX_F010A_T"|"F10a Gen 18:28b-19:16a"|"Folio 10a Genesis 18:28b-19:16a"|"Firk. B19A Leningrad Codex, Folio 10a Genesis 18:28b-19:16a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52177"|"BIB_LENCDX_F010B_T"|"F10b Gen 19:16b-20:3a"|"Folio 10b Genesis 19:16b-20:3a"|"Firk. B19A Leningrad Codex, Folio 10b Genesis 19:16b-20:3a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52178"|"BIB_LENCDX_F011A_T"|"F11a Gen 20:3b-21:10a"|"Folio 11a Genesis 20:3b-21:10a"|"Firk. B19A Leningrad Codex, Folio 11a Genesis 20:3b-21:10a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52179"|"BIB_LENCDX_F011B_T"|"F11b Gen 21:10b-21:33a"|"Folio 11b Genesis 21:10b-21:33a"|"Firk. B19A Leningrad Codex, Folio 11b Genesis 21:10b-21:33a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52180"|"BIB_LENCDX_F012A_T"|"F12a Gen 21:33b-22:20a"|"Folio 12a Genesis 21:33b-22:20a"|"Firk. B19A Leningrad Codex, Folio 12a Genesis 21:33b-22:20a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52181"|"BIB_LENCDX_F012B_T"|"F12b Gen 22:20b-24:1a"|"Folio 12b Genesis 22:20b-24:1a"|"Firk. B19A Leningrad Codex, Folio 12b Genesis 22:20b-24:1a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52182"|"BIB_LENCDX_F013A_T"|"F13a Gen 24:1b-24:24a"|"Folio 13a Genesis 24:1b-24:24a"|"Firk. B19A Leningrad Codex, Folio 13a Genesis 24:1b-24:24a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52183"|"BIB_LENCDX_F013B_T"|"F13b Gen 24:24b-24:48a"|"Folio 13b Genesis 24:24b-24:48a"|"Firk. B19A Leningrad Codex, Folio 13b Genesis 24:24b-24:48a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52184"|"BIB_LENCDX_F014A_T"|"F14a Gen 24:48b-25:9a"|"Folio 14a Genesis 24:48b-25:9a"|"Firk. B19A Leningrad Codex, Folio 14a Genesis 24:48b-25:9a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52185"|"BIB_LENCDX_F014B_T"|"F14b Gen 25:9b-26:1a"|"Folio 14b Genesis 25:9b-26:1a"|"Firk. B19A Leningrad Codex, Folio 14b Genesis 25:9b-26:1a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Genesis"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
